timeindex,ar1,var,frequency,sd,sk,kurt,cv,returnrate,densratio,acf1
186,0.689622532024954,ctotal,5y,2.27050099423064,1.12436030440247,4.1854442671799,110.218102113275,1.45006862966568,27.489631673401,0.681612906635842
187,0.654840477102754,ctotal,5y,2.2313266597991,1.21234575464386,4.53575039874671,-34.9944342198055,1.52708947440811,21.7452295782534,0.648506396599199
188,0.680996237439593,ctotal,5y,2.12114851389567,1.25152880933962,4.95042324368067,-12.3650953371729,1.4684368943943,26.4709984336786,0.676449182095932
189,0.698455652983376,ctotal,5y,2.10265503055608,1.33501553390816,5.23433679073262,-9.23885695679161,1.43173012592655,30.4112480645086,0.695111677358489
190,0.69156471266381,ctotal,5y,2.10554308522079,1.30969859462037,5.16913903652067,-9.88914584126955,1.44599627726542,29.1881771689375,0.689680488047108
191,0.692457224605022,ctotal,5y,2.10506716557215,1.3149094975841,5.1815439743865,-9.74570817294199,1.44413252467746,29.7804469208822,0.69234772210806
192,0.694800107381932,ctotal,5y,2.10989954497274,1.25555691112459,5.03465694121541,-12.1636862574861,1.43926287485488,28.9036506395904,0.688373329557341
193,0.692937246698278,ctotal,5y,2.11653112218317,1.20768677927002,4.90758987649233,-14.6506552238796,1.44313212309603,28.8446017987389,0.688099898597904
194,0.687610884685096,ctotal,5y,2.09714287453625,1.2022541033792,4.96642445011369,-20.5540266729026,1.4543108933739,28.6275587151353,0.687088411308542
195,0.688669489241491,ctotal,5y,2.09129242363758,1.1558406423022,4.89354222058046,-42.3822804698347,1.45207536506578,27.7978464991538,0.683125397534662
196,0.694269401411268,ctotal,5y,2.08855894160327,1.11085598665585,4.82890663361608,-227.580733774211,1.4403630607474,29.4387332760507,0.69081758291542
197,0.68549236712442,ctotal,5y,2.09536687354125,1.1226133115434,4.80934456606178,-75.1355696023242,1.45880544840333,27.3811671578412,0.681075264517909
198,0.684275646301274,ctotal,5y,2.0926683061379,1.17027532513779,4.90676792222286,-34.0747770641735,1.46139937232213,27.5964233647043,0.682139506007889
199,0.688598141183246,ctotal,5y,2.0892954206389,1.21303590543603,5.00146908843041,-23.3802699705778,1.45222581966553,28.7123918989696,0.687484973273752
200,0.689652028922647,ctotal,5y,2.09226442208684,1.22234097604628,4.99932921916587,-20.8604058354582,1.45000660922026,28.7450993227113,0.687637450697866
201,0.684025090957143,ctotal,5y,2.09583587012864,1.192979809852,4.92622018107146,-25.2358094602063,1.46193467640305,27.5026742877903,0.681677366758519
202,0.683162976300189,ctotal,5y,2.09749900311636,1.15609076565999,4.85441211850713,-36.245208049782,1.46377955874557,27.353399042406,0.680937166443711
203,0.683242936046766,ctotal,5y,2.0956187024893,1.11567874992852,4.79717239929377,-86.5078873286668,1.46360825299707,27.3391790497866,0.680866374481374
204,0.685516375578903,ctotal,5y,2.11047257867753,1.04255301288254,4.58125474442982,79.0899660004055,1.45875435748055,25.8665021418335,0.673258280436523
205,0.683596610798646,ctotal,5y,2.1240915903719,0.968631252642858,4.3758300877336,24.2729702357364,1.46285102091378,25.1615037484104,0.669409499193923
206,0.690787729375877,ctotal,5y,2.11348082036993,0.929302700780079,4.30246103002042,13.1603974683934,1.4476227030024,27.198807967241,0.680164920791424
