YEAR,PID,OC,g1,sla_random,wd_random,sla_ocp,wd_ocp,g1_ocp
2002,3013,0.009563532577773235,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0002327701994549817,0.003873853283059004,0.17873137448697587
2003,3013,0.009280655510539812,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00022588515453819056,0.003759269655440992,0.1734447289272609
2004,3013,0.011350863127238724,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00027627266939563765,0.004597838511388794,0.21213451743344028
2005,3013,0.017602521219568405,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0004284339852317946,0.007130167023744071,0.3289707842185403
2006,3013,0.02200760144827484,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0005356507898081993,0.008914511288516372,0.4112966442079694
2007,3013,0.016299741719181828,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00039672517452981314,0.006602456514721097,0.3046233405449847
2008,3013,0.0104410121724236,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0002541274854372708,0.0042292896430975325,0.19513045429987183
2009,3013,0.014313326959327704,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00034837712363006666,0.005797829220737488,0.26749954372171814
2010,3013,0.01452301629838345,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00035348082656396244,0.00588276705389879,0.271418395200491
2011,3013,0.008745848337248806,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00021286829373026847,0.003542637934138354,0.16344980075710433
2012,3013,0.01793362136789007,18.688844632826203,0.02433935343054791,0.4050651003231056,0.00043649274876270247,0.007264284138540982,0.33515866344842965
2013,3013,0.0174576732948206,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0004249084803976764,0.007071494184574507,0.3262637438575413
2014,3013,0.016463885340933602,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0004007203241529997,0.006668945367333377,0.30769099518937293
2015,3013,0.014793891329598572,18.688844632826203,0.02433935343054791,0.4050651003231056,0.000360073749684218,0.005992489075592968,0.27648073657378236
2016,3013,0.01670894454767441,18.688844632826203,0.02433935343054791,0.4050651003231056,0.0004066849067972739,0.006768210299496943,0.31227086862999553
1979,3034,0.012190540795962976,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00021075630699496584,0.006901563966434829,0.03574846350319747
1980,3034,0.013458284384104518,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00023267370683187377,0.007619285486180198,0.03946609064957466
1981,3034,0.0177477152584967,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00030683158262491986,0.010047707822375629,0.0520447420506247
1982,3034,0.01949160561846064,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0003369808514901563,0.011034995512986196,0.057158657990054866
1983,3034,0.017776704476571273,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00030733276306033514,0.010064119804930566,0.05212975222545372
1984,3034,0.017493626614096775,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00030243876812723823,0.009903857843788008,0.05129963329926269
1985,3034,0.01170053188414816,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0002022847821974021,0.006624149870898312,0.03431152432277535
1986,3034,0.014779908221036456,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00025552261597957404,0.008367510819478898,0.04334172031115319
1987,3034,0.017996820747471137,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00031113824578180076,0.01018873663277233,0.05277523782026257
1988,3034,0.01097971554718574,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0001898229405332368,0.006216066247631589,0.03219774799851721
1989,3034,0.013772493980802618,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00023810592311586333,0.007797172395938768,0.040387502626936335
1990,3034,0.022088788418933976,2.932475605597083,0.017288511684794162,0.5661409187622221,0.000381882276683686,0.012505366969839612,0.06477483319571924
1991,3034,0.011427254486919808,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0001975602227222296,0.006469436354154505,0.033510145021842144
1992,3034,0.01727547545718023,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0002986672593018352,0.009780353547382234,0.050659910353272136
1993,3034,0.011160306810246871,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0001929450946948409,0.006318306351221448,0.032727327472027945
1994,3034,0.014695481890695488,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00025406301038096997,0.008319713619251939,0.04309414215695821
1995,3034,0.018729194242547226,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00032379989350905726,0.010603363236151806,0.054922905228759075
1996,3034,0.015175292214773959,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00026235821677528546,0.008591353876957324,0.04450117422763196
